Arthela,YR,Date DD/MM/ÅÅÅÅ
Brandkronad kungsfågel, Regulus ignicapillus,2012,06/05/2012
Brandkronad kungsfågel, Regulus ignicapillus,2013,23/04/2013
Brandkronad kungsfågel, Regulus ignicapillus,2014,21/03/2014
Brandkronad kungsfågel, Regulus ignicapillus,2015,26/04/2015
Brandkronad kungsfågel, Regulus ignicapillus,2016,01/04/2016
Brandkronad kungsfågel, Regulus ignicapillus,2017,23/03/2017
Buskskvätta, Saxicola rubetra,1950,14/05/1950
Buskskvätta, Saxicola rubetra,1951,11/05/1951
Buskskvätta, Saxicola rubetra,1952,12/05/1952
Buskskvätta, Saxicola rubetra,1953,08/05/1953
Buskskvätta, Saxicola rubetra,1954,19/05/1954
Buskskvätta, Saxicola rubetra,1955,13/05/1955
Buskskvätta, Saxicola rubetra,1956,13/05/1956
Buskskvätta, Saxicola rubetra,1957,23/05/1957
Buskskvätta, Saxicola rubetra,1958,16/05/1958
Buskskvätta, Saxicola rubetra,1959,18/05/1959
Buskskvätta, Saxicola rubetra,1960,12/05/1960
Buskskvätta, Saxicola rubetra,1961,16/05/1961
Buskskvätta, Saxicola rubetra,1962,18/05/1962
Buskskvätta, Saxicola rubetra,1963,23/05/1963
Buskskvätta, Saxicola rubetra,1964,15/05/1964
Buskskvätta, Saxicola rubetra,1965,15/05/1965
Buskskvätta, Saxicola rubetra,1968,13/05/1968
Buskskvätta, Saxicola rubetra,1969,09/05/1969
Buskskvätta, Saxicola rubetra,1970,16/05/1970
Buskskvätta, Saxicola rubetra,1971,15/05/1971
Buskskvätta, Saxicola rubetra,1972,13/05/1972
Buskskvätta, Saxicola rubetra,1973,16/05/1973
Buskskvätta, Saxicola rubetra,1974,15/05/1974
Buskskvätta, Saxicola rubetra,1975,17/05/1975
Buskskvätta, Saxicola rubetra,1976,13/05/1976
Buskskvätta, Saxicola rubetra,1977,15/05/1977
Buskskvätta, Saxicola rubetra,1978,11/05/1978
Buskskvätta, Saxicola rubetra,1979,16/05/1979
Buskskvätta, Saxicola rubetra,1980,17/05/1980
Buskskvätta, Saxicola rubetra,1981,12/05/1981
Buskskvätta, Saxicola rubetra,1982,19/05/1982
Buskskvätta, Saxicola rubetra,1983,10/05/1983
Buskskvätta, Saxicola rubetra,1984,14/05/1984
Buskskvätta, Saxicola rubetra,1985,14/05/1985
Buskskvätta, Saxicola rubetra,1986,11/05/1986
Buskskvätta, Saxicola rubetra,1987,11/05/1987
Buskskvätta, Saxicola rubetra,1988,13/05/1988
Buskskvätta, Saxicola rubetra,1989,05/05/1989
Buskskvätta, Saxicola rubetra,1990,09/05/1990
Buskskvätta, Saxicola rubetra,1991,23/05/1991
Buskskvätta, Saxicola rubetra,1992,02/05/1992
Buskskvätta, Saxicola rubetra,1993,12/05/1993
Buskskvätta, Saxicola rubetra,1994,11/05/1994
Buskskvätta, Saxicola rubetra,1995,10/05/1995
Buskskvätta, Saxicola rubetra,1996,19/05/1996
Buskskvätta, Saxicola rubetra,1997,15/05/1997
Buskskvätta, Saxicola rubetra,1999,13/05/1999
Buskskvätta, Saxicola rubetra,2000,04/05/2000
Buskskvätta, Saxicola rubetra,2001,03/05/2001
Buskskvätta, Saxicola rubetra,2002,14/05/2002
Buskskvätta, Saxicola rubetra,2003,04/05/2003
Buskskvätta, Saxicola rubetra,2004,16/05/2004
Buskskvätta, Saxicola rubetra,2005,11/05/2005
Buskskvätta, Saxicola rubetra,2006,08/05/2006
Buskskvätta, Saxicola rubetra,2007,03/05/2007
Buskskvätta, Saxicola rubetra,2008,02/05/2008
Buskskvätta, Saxicola rubetra,2010,07/05/2010
Buskskvätta, Saxicola rubetra,2011,14/05/2011
Buskskvätta, Saxicola rubetra,2012,01/05/2012
Buskskvätta, Saxicola rubetra,2013,19/05/2013
Buskskvätta, Saxicola rubetra,2014,07/05/2014
Buskskvätta, Saxicola rubetra,2015,11/05/2015
Buskskvätta, Saxicola rubetra,2016,12/05/2016
Busksångare, Acrocephalus dumetorum,1963,31/05/1963
Busksångare, Acrocephalus dumetorum,1977,14/06/1977
Busksångare, Acrocephalus dumetorum,1984,04/06/1984
Busksångare, Acrocephalus dumetorum,1988,03/06/1988
Busksångare, Acrocephalus dumetorum,1989,27/05/1989
Busksångare, Acrocephalus dumetorum,1993,08/06/1993
Busksångare, Acrocephalus dumetorum,1996,14/06/1996
Busksångare, Acrocephalus dumetorum,1997,11/06/1997
Busksångare, Acrocephalus dumetorum,2006,12/06/2006
Busksångare, Acrocephalus dumetorum,2008,03/06/2008
Busksångare, Acrocephalus dumetorum,2014,21/05/2014
Gråsiska, Carduelis flammea,1959,07/04/1959
Gråsiska, Carduelis flammea,1963,12/04/1963
Gråsiska, Carduelis flammea,1967,07/05/1967
Gråsiska, Carduelis flammea,1971,04/04/1971
Gråsiska, Carduelis flammea,1973,06/04/1973
Gråsiska, Carduelis flammea,1976,29/04/1976
Gråsiska, Carduelis flammea,1983,27/04/1983
Gråsiska, Carduelis flammea,1984,02/06/1984
Gråsiska, Carduelis flammea,1985,17/04/1985
Gråsiska, Carduelis flammea,1986,30/03/1986
Gråsiska, Carduelis flammea,1987,20/04/1987
Gråsiska, Carduelis flammea,1989,25/04/1989
Gråsiska, Carduelis flammea,1991,13/04/1991
Gråsiska, Carduelis flammea,1995,05/05/1995
Gråsiska, Carduelis flammea,1996,30/04/1996
Gråsiska, Carduelis flammea,1997,01/05/1997
Gråsiska, Carduelis flammea,1998,23/04/1998
Gråsiska, Carduelis flammea,1999,27/03/1999
Gråsiska, Carduelis flammea,2000,28/04/2000
Gråsiska, Carduelis flammea,2001,05/05/2001
Gråsiska, Carduelis flammea,2002,04/05/2002
Gråsiska, Carduelis flammea,2003,16/04/2003
Gråsiska, Carduelis flammea,2004,13/04/2004
Gråsiska, Carduelis flammea,2005,13/05/2005
Gråsiska, Carduelis flammea,2006,22/04/2006
Gråsiska, Carduelis flammea,2007,24/03/2007
Gråsiska, Carduelis flammea,2008,16/04/2008
Gråsiska, Carduelis flammea,2009,15/04/2009
Gråsiska, Carduelis flammea,2010,17/04/2010
Gråsiska, Carduelis flammea,2011,15/04/2011
Gråsiska, Carduelis flammea,2012,29/04/2012
Gråsiska, Carduelis flammea,2013,26/04/2013
Gråsiska, Carduelis flammea,2014,27/04/2014
Gråsiska, Carduelis flammea,2015,25/04/2015
Gråsiska, Carduelis flammea,2017,01/05/2017
Grönsiska, Carduelis spinus,1950,06/06/1950
Grönsiska, Carduelis spinus,1952,16/05/1952
Grönsiska, Carduelis spinus,1953,13/06/1953
Grönsiska, Carduelis spinus,1955,26/04/1955
Grönsiska, Carduelis spinus,1956,31/05/1956
Grönsiska, Carduelis spinus,1958,12/05/1958
Grönsiska, Carduelis spinus,1959,04/05/1959
Grönsiska, Carduelis spinus,1960,08/05/1960
Grönsiska, Carduelis spinus,1961,23/04/1961
Grönsiska, Carduelis spinus,1962,10/05/1962
Grönsiska, Carduelis spinus,1963,26/04/1963
Grönsiska, Carduelis spinus,1965,10/04/1965
Grönsiska, Carduelis spinus,1968,19/04/1968
Grönsiska, Carduelis spinus,1969,12/05/1969
Grönsiska, Carduelis spinus,1970,19/04/1970
Grönsiska, Carduelis spinus,1971,06/04/1971
Grönsiska, Carduelis spinus,1972,14/05/1972
Grönsiska, Carduelis spinus,1973,20/05/1973
Grönsiska, Carduelis spinus,1974,29/04/1974
Grönsiska, Carduelis spinus,1975,19/05/1975
Grönsiska, Carduelis spinus,1976,10/05/1976
Grönsiska, Carduelis spinus,1978,09/05/1978
Grönsiska, Carduelis spinus,1980,05/06/1980
Grönsiska, Carduelis spinus,1981,16/05/1981
Grönsiska, Carduelis spinus,1982,15/05/1982
Grönsiska, Carduelis spinus,1983,27/04/1983
Grönsiska, Carduelis spinus,1984,01/05/1984
Grönsiska, Carduelis spinus,1985,21/04/1985
Grönsiska, Carduelis spinus,1986,24/04/1986
Grönsiska, Carduelis spinus,1987,21/04/1987
Grönsiska, Carduelis spinus,1988,21/04/1988
Grönsiska, Carduelis spinus,1989,29/04/1989
Grönsiska, Carduelis spinus,1990,17/04/1990
Grönsiska, Carduelis spinus,1991,04/05/1991
Grönsiska, Carduelis spinus,1992,19/04/1992
Grönsiska, Carduelis spinus,1993,09/04/1993
Grönsiska, Carduelis spinus,1994,04/06/1994
Grönsiska, Carduelis spinus,1995,28/04/1995
Grönsiska, Carduelis spinus,1996,18/05/1996
Grönsiska, Carduelis spinus,1997,30/04/1997
Grönsiska, Carduelis spinus,1998,30/04/1998
Grönsiska, Carduelis spinus,1999,15/05/1999
Grönsiska, Carduelis spinus,2000,25/04/2000
Grönsiska, Carduelis spinus,2001,01/05/2001
Grönsiska, Carduelis spinus,2002,02/05/2002
Grönsiska, Carduelis spinus,2003,01/05/2003
Grönsiska, Carduelis spinus,2004,11/05/2004
Grönsiska, Carduelis spinus,2005,07/05/2005
Grönsiska, Carduelis spinus,2006,26/04/2006
Grönsiska, Carduelis spinus,2007,13/04/2007
Grönsiska, Carduelis spinus,2008,01/05/2008
Grönsiska, Carduelis spinus,2010,15/04/2010
Grönsiska, Carduelis spinus,2011,16/04/2011
Grönsiska, Carduelis spinus,2012,17/04/2012
Grönsiska, Carduelis spinus,2013,26/04/2013
Grönsiska, Carduelis spinus,2014,17/04/2014
Grönsiska, Carduelis spinus,2015,01/05/2015
Grönsiska, Carduelis spinus,2016,14/04/2016
Grönsiska, Carduelis spinus,2017,03/05/2017
Cettisångare, Cettia cetti,1977,12/05/1977
Cettisångare, Cettia cetti,1998,24/04/1998
Domherre, Pyrrhula pyrrhula,1952,11/04/1952
Domherre, Pyrrhula pyrrhula,1953,17/04/1953
Domherre, Pyrrhula pyrrhula,1955,13/04/1955
Domherre, Pyrrhula pyrrhula,1956,29/04/1956
Domherre, Pyrrhula pyrrhula,1959,26/03/1959
Domherre, Pyrrhula pyrrhula,1960,23/04/1960
Domherre, Pyrrhula pyrrhula,1962,25/04/1962
Domherre, Pyrrhula pyrrhula,1964,16/04/1964
Domherre, Pyrrhula pyrrhula,1965,15/04/1965
Domherre, Pyrrhula pyrrhula,1966,07/04/1966
Domherre, Pyrrhula pyrrhula,1967,17/04/1967
Domherre, Pyrrhula pyrrhula,1969,17/04/1969
Domherre, Pyrrhula pyrrhula,1970,18/04/1970
Domherre, Pyrrhula pyrrhula,1971,08/04/1971
Domherre, Pyrrhula pyrrhula,1972,13/04/1972
Domherre, Pyrrhula pyrrhula,1973,15/04/1973
Domherre, Pyrrhula pyrrhula,1974,07/04/1974
Domherre, Pyrrhula pyrrhula,1975,18/04/1975
Domherre, Pyrrhula pyrrhula,1976,08/04/1976
Domherre, Pyrrhula pyrrhula,1978,05/04/1978
Domherre, Pyrrhula pyrrhula,1979,28/03/1979
Domherre, Pyrrhula pyrrhula,1980,20/04/1980
Domherre, Pyrrhula pyrrhula,1981,28/03/1981
Domherre, Pyrrhula pyrrhula,1982,05/04/1982
Domherre, Pyrrhula pyrrhula,1983,24/04/1983
Domherre, Pyrrhula pyrrhula,1984,06/04/1984
Domherre, Pyrrhula pyrrhula,1985,07/04/1985
Domherre, Pyrrhula pyrrhula,1986,15/04/1986
Domherre, Pyrrhula pyrrhula,1987,11/04/1987
Domherre, Pyrrhula pyrrhula,1988,04/04/1988
Domherre, Pyrrhula pyrrhula,1989,06/04/1989
Domherre, Pyrrhula pyrrhula,1990,11/04/1990
Domherre, Pyrrhula pyrrhula,1991,03/04/1991
Domherre, Pyrrhula pyrrhula,1992,10/04/1992
Domherre, Pyrrhula pyrrhula,1994,07/04/1994
Domherre, Pyrrhula pyrrhula,1995,22/04/1995
Domherre, Pyrrhula pyrrhula,1996,10/04/1996
Domherre, Pyrrhula pyrrhula,1997,20/04/1997
Domherre, Pyrrhula pyrrhula,1998,07/04/1998
Domherre, Pyrrhula pyrrhula,1999,09/04/1999
Domherre, Pyrrhula pyrrhula,2000,06/04/2000
Domherre, Pyrrhula pyrrhula,2002,08/04/2002
Domherre, Pyrrhula pyrrhula,2004,10/04/2004
Domherre, Pyrrhula pyrrhula,2005,04/04/2005
Domherre, Pyrrhula pyrrhula,2006,30/03/2006
Domherre, Pyrrhula pyrrhula,2007,07/04/2007
Domherre, Pyrrhula pyrrhula,2008,13/04/2008
Domherre, Pyrrhula pyrrhula,2011,06/04/2011
Domherre, Pyrrhula pyrrhula,2012,23/03/2012
Domherre, Pyrrhula pyrrhula,2013,13/04/2013
Domherre, Pyrrhula pyrrhula,2014,01/04/2014
Domherre, Pyrrhula pyrrhula,2017,28/03/2017
Drillsnäppa, Actitis hypoleucos,2017,14/05/2017
Dubbeltrast, Turdus viscivorus,1953,10/05/1953
Dubbeltrast, Turdus viscivorus,1955,07/05/1955
Dubbeltrast, Turdus viscivorus,1957,23/04/1957
Dubbeltrast, Turdus viscivorus,1958,23/04/1958
Dubbeltrast, Turdus viscivorus,1959,09/06/1959
Dubbeltrast, Turdus viscivorus,1960,29/04/1960
Dubbeltrast, Turdus viscivorus,1961,30/03/1961
Dubbeltrast, Turdus viscivorus,1963,27/04/1963
Dubbeltrast, Turdus viscivorus,1964,27/04/1964
Dubbeltrast, Turdus viscivorus,1965,30/03/1965
Dubbeltrast, Turdus viscivorus,1967,07/05/1967
Dubbeltrast, Turdus viscivorus,1973,06/05/1973
Dubbeltrast, Turdus viscivorus,1976,03/04/1976
Dubbeltrast, Turdus viscivorus,1977,25/04/1977
Dubbeltrast, Turdus viscivorus,1979,05/04/1979
Dubbeltrast, Turdus viscivorus,1980,10/05/1980
Dubbeltrast, Turdus viscivorus,1983,28/03/1983
Dubbeltrast, Turdus viscivorus,1985,03/04/1985
Dubbeltrast, Turdus viscivorus,1986,19/04/1986
Dubbeltrast, Turdus viscivorus,1988,31/03/1988
Dubbeltrast, Turdus viscivorus,1989,07/04/1989
Dubbeltrast, Turdus viscivorus,1995,12/04/1995
Dubbeltrast, Turdus viscivorus,1998,19/04/1998
Dubbeltrast, Turdus viscivorus,1999,05/05/1999
Dubbeltrast, Turdus viscivorus,2001,17/03/2001
Dubbeltrast, Turdus viscivorus,2002,27/04/2002
Dubbeltrast, Turdus viscivorus,2003,09/04/2003
Dubbeltrast, Turdus viscivorus,2006,04/05/2006
Dubbeltrast, Turdus viscivorus,2007,03/04/2007
Dubbeltrast, Turdus viscivorus,2008,16/04/2008
Dubbeltrast, Turdus viscivorus,2010,27/03/2010
Dubbeltrast, Turdus viscivorus,2011,07/04/2011
Dubbeltrast, Turdus viscivorus,2012,13/04/2012
Dubbeltrast, Turdus viscivorus,2013,13/04/2013
Dubbeltrast, Turdus viscivorus,2015,10/04/2015
Dubbeltrast, Turdus viscivorus,2017,28/03/2017
Dvärgsparv, Emberiza pusilla,1976,06/05/1976
Dvärgsparv, Emberiza pusilla,1991,12/05/1991
Dvärgsparv, Emberiza pusilla,1996,19/05/1996
Dvärgsparv, Emberiza pusilla,2017,07/05/2017
Ejder, Somateria mollissima,1996,28/04/1996
Ejder, Somateria mollissima,1999,24/04/1999
Häcksparv, Emberiza cirlus,2010,09/05/2010
Videsparv, Emberiza rustica,1973,11/04/1973
Videsparv, Emberiza rustica,1976,03/04/1976
Videsparv, Emberiza rustica,1985,08/05/1985
Videsparv, Emberiza rustica,1991,05/05/1991
Videsparv, Emberiza rustica,1992,09/06/1992
Videsparv, Emberiza rustica,2004,08/05/2004
Enkelbeckasin, Gallinago gallinago,2003,09/04/2003
Enkelbeckasin, Gallinago gallinago,2008,15/06/2008
Entita, Parus palustris,1993,11/04/1993
Fasan, Phasianus colchicus,1990,10/04/1990
Flodsångare, Locustella fluviatilis,1967,01/06/1967
Flodsångare, Locustella fluviatilis,1969,31/05/1969
Flodsångare, Locustella fluviatilis,1978,23/05/1978
Flodsångare, Locustella fluviatilis,1986,31/05/1986
Flodsångare, Locustella fluviatilis,2012,30/05/2012
Flodsångare, Locustella fluviatilis,2013,22/05/2013
Fältpiplärka, Anthus campestris,1958,28/05/1958
Fältpiplärka, Anthus campestris,1971,11/06/1971
Fältpiplärka, Anthus campestris,1990,19/05/1990
Fältsångare, Acrocephalus agricola,2013,20/05/2013
Grönbena, Tringa glareola,1970,11/05/1970
Grönfink, Carduelis chloris,1950,16/05/1950
Grönfink, Carduelis chloris,1951,04/06/1951
Grönfink, Carduelis chloris,1952,12/05/1952
Grönfink, Carduelis chloris,1953,07/05/1953
Grönfink, Carduelis chloris,1955,12/04/1955
Grönfink, Carduelis chloris,1956,08/05/1956
Grönfink, Carduelis chloris,1957,13/05/1957
Grönfink, Carduelis chloris,1958,05/04/1958
Grönfink, Carduelis chloris,1959,23/04/1959
Grönfink, Carduelis chloris,1960,28/04/1960
Grönfink, Carduelis chloris,1961,24/04/1961
Grönfink, Carduelis chloris,1962,12/05/1962
Grönfink, Carduelis chloris,1963,27/04/1963
Grönfink, Carduelis chloris,1964,28/04/1964
Grönfink, Carduelis chloris,1965,14/04/1965
Grönfink, Carduelis chloris,1966,26/04/1966
Grönfink, Carduelis chloris,1967,27/04/1967
Grönfink, Carduelis chloris,1968,08/05/1968
Grönfink, Carduelis chloris,1969,29/04/1969
Grönfink, Carduelis chloris,1970,21/04/1970
Grönfink, Carduelis chloris,1971,12/04/1971
Grönfink, Carduelis chloris,1972,19/04/1972
Grönfink, Carduelis chloris,1973,15/04/1973
Grönfink, Carduelis chloris,1974,27/04/1974
Grönfink, Carduelis chloris,1975,27/04/1975
Grönfink, Carduelis chloris,1976,25/04/1976
Grönfink, Carduelis chloris,1977,09/05/1977
Grönfink, Carduelis chloris,1978,28/04/1978
Grönfink, Carduelis chloris,1979,28/04/1979
Grönfink, Carduelis chloris,1980,13/04/1980
Grönfink, Carduelis chloris,1981,15/04/1981
Grönfink, Carduelis chloris,1982,16/04/1982
Grönfink, Carduelis chloris,1983,24/04/1983
Grönfink, Carduelis chloris,1984,27/04/1984
Grönfink, Carduelis chloris,1985,22/04/1985
Grönfink, Carduelis chloris,1986,20/04/1986
Grönfink, Carduelis chloris,1987,16/04/1987
Grönfink, Carduelis chloris,1988,26/04/1988
Grönfink, Carduelis chloris,1989,25/04/1989
Grönfink, Carduelis chloris,1990,27/04/1990
Grönfink, Carduelis chloris,1991,07/05/1991
Grönfink, Carduelis chloris,1992,24/04/1992
Grönfink, Carduelis chloris,1993,25/04/1993
Grönfink, Carduelis chloris,1994,03/05/1994
Grönfink, Carduelis chloris,1995,03/05/1995
Grönfink, Carduelis chloris,1996,28/04/1996
Grönfink, Carduelis chloris,1997,01/05/1997
Grönfink, Carduelis chloris,1998,26/04/1998
Grönfink, Carduelis chloris,1999,03/05/1999
Grönfink, Carduelis chloris,2000,17/04/2000
Grönfink, Carduelis chloris,2001,20/04/2001
Grönfink, Carduelis chloris,2002,22/04/2002
Grönfink, Carduelis chloris,2003,30/04/2003
Grönfink, Carduelis chloris,2004,26/04/2004
Grönfink, Carduelis chloris,2005,03/05/2005
Grönfink, Carduelis chloris,2006,26/04/2006
Grönfink, Carduelis chloris,2007,25/04/2007
Grönfink, Carduelis chloris,2008,24/04/2008
Grönfink, Carduelis chloris,2009,12/04/2009
Grönfink, Carduelis chloris,2010,10/04/2010
Grönfink, Carduelis chloris,2011,19/04/2011
Grönfink, Carduelis chloris,2012,18/04/2012
Grönfink, Carduelis chloris,2013,27/04/2013
Grönfink, Carduelis chloris,2014,22/04/2014
Grönfink, Carduelis chloris,2015,26/04/2015
Grönfink, Carduelis chloris,2016,08/05/2016
Grönfink, Carduelis chloris,2017,22/04/2017
Grå flugsnappare, Muscicapa striata,1950,20/05/1950
Grå flugsnappare, Muscicapa striata,1951,29/05/1951
Grå flugsnappare, Muscicapa striata,1952,27/05/1952
Grå flugsnappare, Muscicapa striata,1953,28/05/1953
Grå flugsnappare, Muscicapa striata,1954,25/05/1954
Grå flugsnappare, Muscicapa striata,1955,30/05/1955
Grå flugsnappare, Muscicapa striata,1956,02/06/1956
Grå flugsnappare, Muscicapa striata,1957,30/05/1957
Grå flugsnappare, Muscicapa striata,1958,28/05/1958
Grå flugsnappare, Muscicapa striata,1959,26/05/1959
Grå flugsnappare, Muscicapa striata,1960,23/05/1960
Grå flugsnappare, Muscicapa striata,1961,27/05/1961
Grå flugsnappare, Muscicapa striata,1962,31/05/1962
Grå flugsnappare, Muscicapa striata,1963,30/05/1963
Grå flugsnappare, Muscicapa striata,1964,26/05/1964
Grå flugsnappare, Muscicapa striata,1965,30/05/1965
Grå flugsnappare, Muscicapa striata,1966,04/06/1966
Grå flugsnappare, Muscicapa striata,1967,31/05/1967
Grå flugsnappare, Muscicapa striata,1968,23/05/1968
Grå flugsnappare, Muscicapa striata,1969,30/05/1969
Grå flugsnappare, Muscicapa striata,1970,01/06/1970
Grå flugsnappare, Muscicapa striata,1971,27/05/1971
Grå flugsnappare, Muscicapa striata,1972,23/05/1972
Grå flugsnappare, Muscicapa striata,1973,22/05/1973
Grå flugsnappare, Muscicapa striata,1974,28/05/1974
Grå flugsnappare, Muscicapa striata,1975,25/05/1975
Grå flugsnappare, Muscicapa striata,1976,27/05/1976
Grå flugsnappare, Muscicapa striata,1977,25/05/1977
Grå flugsnappare, Muscicapa striata,1978,21/05/1978
Grå flugsnappare, Muscicapa striata,1979,20/05/1979
Grå flugsnappare, Muscicapa striata,1980,28/05/1980
Grå flugsnappare, Muscicapa striata,1981,25/05/1981
Grå flugsnappare, Muscicapa striata,1982,25/05/1982
Grå flugsnappare, Muscicapa striata,1983,27/05/1983
Grå flugsnappare, Muscicapa striata,1984,21/05/1984
Grå flugsnappare, Muscicapa striata,1985,31/05/1985
Grå flugsnappare, Muscicapa striata,1986,27/05/1986
Grå flugsnappare, Muscicapa striata,1987,05/06/1987
Grå flugsnappare, Muscicapa striata,1988,22/05/1988
Grå flugsnappare, Muscicapa striata,1989,19/05/1989
Grå flugsnappare, Muscicapa striata,1990,24/05/1990
Grå flugsnappare, Muscicapa striata,1991,23/05/1991
Grå flugsnappare, Muscicapa striata,1992,27/05/1992
Grå flugsnappare, Muscicapa striata,1993,27/05/1993
Grå flugsnappare, Muscicapa striata,1994,19/05/1994
Grå flugsnappare, Muscicapa striata,1995,23/05/1995
Grå flugsnappare, Muscicapa striata,1996,24/05/1996
Grå flugsnappare, Muscicapa striata,1997,21/05/1997
Grå flugsnappare, Muscicapa striata,1998,23/05/1998
Grå flugsnappare, Muscicapa striata,1999,21/05/1999
Grå flugsnappare, Muscicapa striata,2000,28/05/2000
Grå flugsnappare, Muscicapa striata,2001,23/05/2001
Grå flugsnappare, Muscicapa striata,2002,26/05/2002
Grå flugsnappare, Muscicapa striata,2003,25/05/2003
Grå flugsnappare, Muscicapa striata,2004,23/05/2004
Grå flugsnappare, Muscicapa striata,2005,20/05/2005
Grå flugsnappare, Muscicapa striata,2006,26/05/2006
Grå flugsnappare, Muscicapa striata,2007,22/05/2007
Grå flugsnappare, Muscicapa striata,2008,21/05/2008
Grå flugsnappare, Muscicapa striata,2009,21/05/2009
Grå flugsnappare, Muscicapa striata,2010,25/05/2010
Grå flugsnappare, Muscicapa striata,2011,23/05/2011
Grå flugsnappare, Muscicapa striata,2012,27/05/2012
Grå flugsnappare, Muscicapa striata,2013,25/05/2013
Grå flugsnappare, Muscicapa striata,2014,20/05/2014
Grå flugsnappare, Muscicapa striata,2015,30/05/2015
Grå flugsnappare, Muscicapa striata,2016,20/05/2016
Grå flugsnappare, Muscicapa striata,2017,24/05/2017
Gröngöling, Picus viridis,1955,27/05/1955
Gröngöling, Picus viridis,1956,19/05/1956
Gröngöling, Picus viridis,1960,14/05/1960
Gröngöling, Picus viridis,1961,10/05/1961
Gröngöling, Picus viridis,1962,14/05/1962
Gröngöling, Picus viridis,1967,08/06/1967
Gröngöling, Picus viridis,1971,05/05/1971
Gröngöling, Picus viridis,1973,27/05/1973
Gröngöling, Picus viridis,1975,21/04/1975
Gröngöling, Picus viridis,1976,16/05/1976
Gröngöling, Picus viridis,1977,07/05/1977
